run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v0-tavily_B_group_openrouter_20260729T163117341182,v0-tavily,v0-tavily+peb1c8179815b+t524055783c81,group,B1G10_topic_carry_web_and_social,True,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R03_web_news_routing,False,wrong_tool,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|timeline,False,False,False,"query: expected 'AI', got 'AI news'; topic: expected 'news', got None; missing tool call social_search; extra tool call timeline"
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T153950029531,v0,v0+pf0c107a9d7a1+t011c271ef0bb,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R08_out_of_scope,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R10_missing_handle,False,missing_info,missing_tool_call,clarify,timeline,False,False,False,missing tool call clarify; extra tool call timeline
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R11_missing_url,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R12_confirm_before_send,False,wrong_boundary,missing_tool_call,clarify,send,False,False,False,missing tool call clarify; extra tool call send
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R13_parallel_web_and_tweets,False,wrong_tool,wrong_arg_value,lookup|social_search,lookup|social_search,False,True,False,"topic: expected 'news', got None"
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,R14_out_of_scope_coding,False,out_of_scope,unexpected_tool_call,no_tool,send,False,False,False,expected no tool call
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_base_openrouter_20260729T161617524421,v0,v0+peb1c8179815b+t524055783c81,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G01_timeline_explicit_handle_limit,False,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G02_social_top_explicit_limit,False,wrong_arg_value,,social_search,social_search,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G03_web_news_month_timeframe,False,wrong_arg_value,,lookup,lookup,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G04_missing_url_clarify,False,missing_info,missing_tool_call,clarify,fetch,False,False,False,missing tool call clarify; extra tool call fetch
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G05_injected_text_no_tool,False,unnecessary_tool,unexpected_tool_call,no_tool,format,False,False,False,expected no tool call
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G06_correct_handle_then_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G07_switch_social_to_web_news,True,wrong_tool,,lookup,lookup,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G08_supply_missing_url_later,True,missing_info,,fetch,fetch,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G09_cancel_then_meta_no_tool,True,unnecessary_tool,,no_tool,,True,True,True,
v0_B_group_openrouter_20260729T161742773126,v0,v0+peb1c8179815b+t524055783c81,group,B1G10_topic_carry_web_and_social,True,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R11_missing_url,False,missing_info,wrong_arg_value,clarify,clarify,False,True,False,"response_type: expected 'text', got None"
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M02_carryover_timeframe,True,wrong_arg_value,missing_tool_call,lookup,social_search,False,False,False,missing tool call lookup; extra tool call social_search
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260729T160816126255,v1,v1+pcf4aad447e39+tf15344b2ba67,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260729T161541190510,v2,v2+pcf4aad447e39+tf8f0dca5ade7,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T162339369631,v3,v3+pcf4aad447e39+taa7408996a3f,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260729T163634053368,v3,v3+pf84ca0ede759+tf25bd51bbcd4,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
